10:26:13.828 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
10:26:14.848 |V| IAssemblyMasterBinder         | :1                 | This failure is not unexpected and is not an error. Error resolving type Microsoft.Build.Framework.LoggerVerbosity from assembly “Microsoft.Build.Framework, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a”, request originating from assembly “JetBrains.Platform.MsBuildTask, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325”. Could not find a referenced assembly by the TT_ASSEMBLYREF token.
10:26:14.848 |V| IAssemblyMasterBinder         | :1                 | This failure is not unexpected and is not an error. Error resolving type Microsoft.Build.Framework.LoggerVerbosity from assembly “Microsoft.Build.Framework, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a”, request originating from assembly “JetBrains.Platform.MsBuildTask, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325”. Could not find a referenced assembly by the TT_ASSEMBLYREF token.
10:26:14.849 |V| IAssemblyMasterBinder         | :1                 | This failure is not unexpected and is not an error. Error resolving type Microsoft.Build.Construction.ProjectElement from assembly “Microsoft.Build, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a”, request originating from assembly “JetBrains.Platform.MsBuildTask, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325”. Could not find a referenced assembly by the TT_ASSEMBLYREF token.
10:26:14.849 |V| IAssemblyMasterBinder         | :1                 | This failure is not unexpected and is not an error. Error resolving type Microsoft.Build.Construction.ProjectPropertyGroupElement from assembly “Microsoft.Build, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a”, request originating from assembly “JetBrains.Platform.MsBuildTask, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325”. Could not find a referenced assembly by the TT_ASSEMBLYREF token.
10:26:16.156 |W| EmitCatalogTables             | :1                 | While cataloging the assembly “JetBrains.ReSharper.Features.Internal, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325”, could not load the assembly reference named “Microsoft.Build, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a”.
10:26:18.565 |V| CatalogTables                 | :1                 | Catalog Tables created at 00007FD3AD800000 size 11,826,766.
10:26:18.878 |V| CatalogTables                 | :1                 | Catalog Tables created at 00007FD3AE34C000 size 11,835,594.
10:26:18.882 |V| DeployedPackages              | :1                 | Cleanup cache dir skipped: got 1 files, can keep 64.
10:26:19.018 |V| AppDomainAssembliesResolver   | :1                 | << (Opening) AppDomainAssembliesResolver
10:26:19.023 |V| JetEnvironment                | :1                 | FullPartCatalogSet: to enable tracing all known components in FullPartCatalogSet, enable TRACE level for this log category (JetBrains.Application.Environment.JetEnvironment).
10:26:19.023 |V| JetEnvironment                | :1                 | FullPartCatalogSet ready.
10:26:19.023 |V| JetEnvironment                | :1                 | Requesting ActiveEnvironmentZones.
10:26:19.024 |V| JetHostParametersCaller       | :1                 | Querying 1 mixins of type IHaveEnvironmentZoneHostMixin for Environment module zones.
10:26:19.030 |V| JetHostParametersCaller       | :1                 | Mixin JetBrains.Application.Environment.HostParameters.EnvironmentZoneHostMixin adds Module Zone JetBrains.RiderFlow.Product.IRiderFlowProductEnvironmentZone.
10:26:19.030 |V| JetHostParametersCaller       | :1                 | Done querying 1 mixins of type IHaveEnvironmentZoneHostMixin for Environment module zones.
10:26:19.036 |V| AutoselectZoneAttribute       | :1                 | Autoselected module zone JetBrains.Application.BuildScript.Application.Zones.ISinceClr4HostZone by the 4 value of the AutoselectZoneByClrVersionAttribute attribute.
10:26:19.036 |V| JetEnvironmentAvailableZones  | :1                 | Autoselecting Module Zone by Runtime version: JetBrains.Application.BuildScript.Application.Zones.ISinceClr4HostZone.
10:26:19.037 |V| AutoselectZoneAttribute       | :1                 | Autoselected module zone JetBrains.Application.BuildScript.Application.Zones.IAmd64CpuArchitectureHostZone by the 9 value of the AutoselectZoneByCpuArchitectureAttribute attribute.
10:26:19.037 |V| JetEnvironmentAvailableZones  | :1                 | Autoselecting Module Zone by CPU: JetBrains.Application.BuildScript.Application.Zones.IAmd64CpuArchitectureHostZone.
10:26:19.037 |V| AutoselectZoneAttribute       | :1                 | Autoselected module zone JetBrains.Application.BuildScript.Application.Zones.IMacHostZone by the 1 value of the AutoselectZoneByOsAttribute attribute.
10:26:19.037 |V| JetEnvironmentAvailableZones  | :1                 | Autoselecting Module Zone by OS: JetBrains.Application.BuildScript.Application.Zones.IMacHostZone.
10:26:19.037 |V| AutoselectZoneAttribute       | :1                 | Autoselected module zone JetBrains.Application.BuildScript.Application.Zones.INetCoreHostZone by the 2 value of the AutoselectZoneByClrImplementationAttribute attribute.
10:26:19.037 |V| JetEnvironmentAvailableZones  | :1                 | Autoselecting Module Zone by CLR implementation: JetBrains.Application.BuildScript.Application.Zones.INetCoreHostZone.
10:26:19.038 |V| JetEnvironmentAvailableZones  | :1                 | Creating JetEnvironmentConfiguration with 5 module zones.
10:26:19.038 |V| JetEnvironmentAvailableZones  | :1                 | Environment Module Zone: “JetBrains.RiderFlow.Product.IRiderFlowProductEnvironmentZone, JetBrains.RiderFlow, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325”.
10:26:19.039 |V| JetEnvironmentAvailableZones  | :1                 | Environment Module Zone: “JetBrains.Application.BuildScript.Application.Zones.ISinceClr4HostZone, JetBrains.Platform.Shell, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325”.
10:26:19.039 |V| JetEnvironmentAvailableZones  | :1                 | Environment Module Zone: “JetBrains.Application.BuildScript.Application.Zones.IAmd64CpuArchitectureHostZone, JetBrains.Platform.Shell, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325”.
10:26:19.039 |V| JetEnvironmentAvailableZones  | :1                 | Environment Module Zone: “JetBrains.Application.BuildScript.Application.Zones.IMacHostZone, JetBrains.Platform.Shell, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325”.
10:26:19.039 |V| JetEnvironmentAvailableZones  | :1                 | Environment Module Zone: “JetBrains.Application.BuildScript.Application.Zones.INetCoreHostZone, JetBrains.Platform.Shell, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325”.
10:26:19.039 |V| JetEnvironment                | :1                 | ActiveEnvironmentZones ready.
10:26:19.039 |V| JetEnvironment                | :1                 | Filtering initial EnvironmentPartCatalogSet.
10:26:19.046 |V| JetEnvironment                | :1                 | EnvironmentPartCatalogSet: to enable tracing all known components in EnvironmentPartCatalogSet, enable TRACE level for this log category (JetBrains.Application.Environment.JetEnvironment).
10:26:19.046 |V| JetEnvironment                | :1                 | FullPartCatalogSet → EnvironmentPartCatalogSet: to enable tracing components which were in FullPartCatalogSet but did not make it into EnvironmentPartCatalogSet, enable TRACE level for this log category (JetBrains.Application.Environment.JetEnvironment).
10:26:19.046 |V| JetEnvironment                | :1                 | Initial EnvironmentPartCatalogSet filter is set up.
10:26:19.046 |V| JetEnvironment                | :1                 | Creating container on env catalog.
10:26:19.066 |V| JetScheduler                  | JetPool Manager:7  | Thread 'JetPool Manager' started
10:26:19.073 |V| JetDispatcher                 | StaExecutor:13     | Thread StaExecutor:13 pwned.
10:26:19.077 |V| ComponentStorage              | :1                 | JetEnvironment created
10:26:19.093 |V| CatalogComponentSource        | :1                 | Created a CatalogComponentSource for container “Container: JetEnvironment”. To trace eligible components set, enable TRACE level for this log category (JetBrains.Application.Extensibility.CatalogComponentSource).
10:26:19.094 |V| JetEnvironment                | :1                 | Publishing context to the container.
10:26:19.104 |V| JetEnvironment                | :1                 | Wired up the Environment container, composing now.
10:26:19.203 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_ROAMING_APPDATA_DIR (no PID suffix).
10:26:19.203 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_ROAMING_APPDATA_DIR (no PID suffix) has no value.
10:26:19.204 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_ROAMING_APPDATA_DIR_PID_000085C2 (PID-specific).
10:26:19.204 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_ROAMING_APPDATA_DIR_PID_000085C2 (PID-specific) has no value.
10:26:19.204 |V| EnvironmentVariablesUtil      | :1                 | No environment variables for additional packages are set.
10:26:19.254 |V| ThreadManagementUnit          | :1                 | Short Tasks: starting executor JetPool(S) #1
10:26:19.255 |V| ThreadManagementUnit          | :1                 | Short Tasks: starting executor JetPool(S) #2
10:26:19.256 |V| ThreadManagementUnit          | :1                 | Short Tasks: starting executor JetPool(S) #3
10:26:19.257 |V| ThreadManagementUnit          | :1                 | Short Tasks: starting executor JetPool(S) #4
10:26:19.257 |V| ThreadManagementUnit          | :1                 | Short Tasks: starting executor JetPool(S) #5
10:26:19.257 |V| ThreadManagementUnit          | :1                 | Short Tasks: starting executor JetPool(S) #6
10:26:19.257 |V| ThreadManagementUnit          | :1                 | Short Tasks: starting executor JetPool(S) #7
10:26:19.257 |V| ThreadManagementUnit          | :1                 | Short Tasks: starting executor JetPool(S) #8
10:26:19.257 |V| ThreadManagementUnit          | :1                 | Short Tasks: starting executor JetPool(S) #9
10:26:19.257 |V| ThreadManagementUnit          | :1                 | Long Tasks: starting executor JetPool(L) #1
10:26:19.257 |V| ThreadManagementUnit          | :1                 | Long Tasks: starting executor JetPool(L) #2
10:26:19.258 |V| ThreadManagementUnit          | :1                 | Long Tasks: starting executor JetPool(L) #3
10:26:19.258 |V| ThreadManagementUnit          | :1                 | Long Tasks: starting executor JetPool(L) #4
10:26:19.258 |V| ThreadManagementUnit          | :1                 | Long Tasks: starting executor JetPool(L) #5
10:26:19.258 |V| ThreadManagementUnit          | :1                 | Long Tasks: starting executor JetPool(L) #6
10:26:19.258 |V| ThreadManagementUnit          | :1                 | Long Tasks: starting executor JetPool(L) #7
10:26:19.259 |V| ThreadManagementUnit          | :1                 | Long Tasks: starting executor JetPool(L) #8
10:26:19.259 |V| ThreadManagementUnit          | :1                 | Long Tasks: starting executor JetPool(L) #9
10:26:19.260 |V| JetScheduler                  | JetPool(L) #4:26   | Thread 'JetPool(L) #4' started execution in unit 'Long Tasks'. #allExecutors=9, #freeExecutors=0
10:26:19.260 |V| JetScheduler                  | JetPool(S) #3:16   | Thread 'JetPool(S) #3' started execution in unit 'Short Tasks'. #allExecutors=9, #freeExecutors=0
10:26:19.260 |V| JetScheduler                  | JetPool(S) #7:20   | Thread 'JetPool(S) #7' started execution in unit 'Short Tasks'. #allExecutors=9, #freeExecutors=0
10:26:19.260 |V| JetScheduler                  | JetPool(S) #6:19   | Thread 'JetPool(S) #6' started execution in unit 'Short Tasks'. #allExecutors=9, #freeExecutors=0
10:26:19.260 |V| JetScheduler                  | JetPool(S) #9:22   | Thread 'JetPool(S) #9' started execution in unit 'Short Tasks'. #allExecutors=9, #freeExecutors=0
10:26:19.260 |V| JetScheduler                  | JetPool(S) #1:14   | Thread 'JetPool(S) #1' started execution in unit 'Short Tasks'. #allExecutors=9, #freeExecutors=0
10:26:19.259 |V| JetScheduler                  | JetPool(S) #2:15   | Thread 'JetPool(S) #2' started execution in unit 'Short Tasks'. #allExecutors=9, #freeExecutors=0
10:26:19.259 |V| JetScheduler                  | JetPool(S) #5:18   | Thread 'JetPool(S) #5' started execution in unit 'Short Tasks'. #allExecutors=9, #freeExecutors=0
10:26:19.259 |V| JetScheduler                  | JetPool(S) #8:21   | Thread 'JetPool(S) #8' started execution in unit 'Short Tasks'. #allExecutors=9, #freeExecutors=0
10:26:19.259 |V| JetScheduler                  | JetPool(S) #4:17   | Thread 'JetPool(S) #4' started execution in unit 'Short Tasks'. #allExecutors=9, #freeExecutors=0
10:26:19.259 |V| JetScheduler                  | JetPool(L) #2:24   | Thread 'JetPool(L) #2' started execution in unit 'Long Tasks'. #allExecutors=9, #freeExecutors=0
10:26:19.260 |V| JetScheduler                  | JetPool(L) #8:30   | Thread 'JetPool(L) #8' started execution in unit 'Long Tasks'. #allExecutors=9, #freeExecutors=0
10:26:19.260 |V| JetScheduler                  | JetPool(L) #9:31   | Thread 'JetPool(L) #9' started execution in unit 'Long Tasks'. #allExecutors=9, #freeExecutors=0
10:26:19.260 |V| JetScheduler                  | JetPool(L) #5:27   | Thread 'JetPool(L) #5' started execution in unit 'Long Tasks'. #allExecutors=9, #freeExecutors=0
10:26:19.259 |V| JetScheduler                  | JetPool(L) #1:23   | Thread 'JetPool(L) #1' started execution in unit 'Long Tasks'. #allExecutors=9, #freeExecutors=0
10:26:19.260 |V| JetScheduler                  | JetPool(L) #7:29   | Thread 'JetPool(L) #7' started execution in unit 'Long Tasks'. #allExecutors=9, #freeExecutors=0
10:26:19.260 |V| JetScheduler                  | JetPool(L) #6:28   | Thread 'JetPool(L) #6' started execution in unit 'Long Tasks'. #allExecutors=9, #freeExecutors=0
10:26:19.259 |V| JetScheduler                  | JetPool(L) #3:25   | Thread 'JetPool(L) #3' started execution in unit 'Long Tasks'. #allExecutors=9, #freeExecutors=0
10:26:19.298 |V| JetDispatcher                 | FileSystemTrackerCommit:32 | Thread FileSystemTrackerCommit:32 pwned.
10:26:19.300 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /var/folders/r9/t_ymwqq10jbc39r9dv1qt_900000gn/T: Temp folder
10:26:19.301 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /var/folders/r9/t_ymwqq10jbc39r9dv1qt_900000gn/T/JetBrains: CompanySpecificFolderLocations.TempFolder
10:26:19.305 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /: Drive root
10:26:19.305 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /dev: Drive root
10:26:19.305 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /System/Volumes/VM: Drive root
10:26:19.305 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /System/Volumes/Preboot: Drive root
10:26:19.305 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /System/Volumes/Update: Drive root
10:26:19.305 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /System/Volumes/xarts: Drive root
10:26:19.305 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /System/Volumes/iSCPreboot: Drive root
10:26:19.305 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /System/Volumes/Hardware: Drive root
10:26:19.305 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /System/Volumes/Data: Drive root
10:26:19.305 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /System/Volumes/Data/home: Drive root
10:26:19.305 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /System/Volumes/Update/SFR/mnt1: Drive root
10:26:19.305 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /System/Volumes/Update/mnt1: Drive root
10:26:19.307 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /Users/mykytatishkin: SpecialFolder.UserProfile
10:26:19.307 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /Users/mykytatishkin/.config: SpecialFolder.ApplicationData
10:26:19.307 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /usr/share: SpecialFolder.CommonApplicationData
10:26:19.307 |V| JetScheduler                  | JetPool Manager:33 | Thread 'JetPool Manager' started
10:26:19.308 |V| FileSystemTrackerImpl         | :1                 | DoNotListenToTheWholeFolder /Users/mykytatishkin/.local/share: SpecialFolder.LocalApplicationData
10:26:19.310 |V| JetDispatcher                 | StaExecutor:34     | Thread StaExecutor:34 pwned.
10:26:19.336 |V| InstalledProductsDiscoveryComponent| :1                 | myApplicationHost: HostInfo: (ShortName: RiderFlow, Hive: , Wave: 221, SupportsSideBySide: True), HostProductInfo: (ProductTechnicalName: RiderFlow, ProductPresentableName: RiderFlow, Version: 221.0.20220719.152136-eap08d, BuildDate: 07/19/2022 00:00:00, SubscriptionCheckDate: 04/19/2022 00:00:00)
10:26:19.337 |V| InstalledProductsDiscoveryComponent| :1                 | myCurrentAssemblyFolder: /Users/mykytatishkin/Documents/GitHub/WhoKilledHim/Library/RiderFlow/2022.1.3.222/Backend~/bin
10:26:19.337 |V| InstalledProductsDiscoveryComponent| :1                 | myLocalPaths: (RootPath: /Users/mykytatishkin/Documents/GitHub/WhoKilledHim/Library/RiderFlow/2022.1.3.222/Backend~/bin, InstallationsFolder: /Users/mykytatishkin/Documents/GitHub/WhoKilledHim/Library/RiderFlow/2022.1.3.222/Backend~/bin)
10:26:19.457 |I| CommandLineGreeter            | :1                 | JetBrains RiderFlow 2022.1 EAP 8 D
10:26:19.464 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_LOCAL_APPDATA_DIR (no PID suffix).
10:26:19.464 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_LOCAL_APPDATA_DIR (no PID suffix) has no value.
10:26:19.464 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_LOCAL_APPDATA_DIR_PID_000085C2 (PID-specific).
10:26:19.464 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_LOCAL_APPDATA_DIR_PID_000085C2 (PID-specific) has no value.
10:26:19.464 |V| EnvironmentVariablesUtil      | :1                 | No environment variables for additional packages are set.
10:26:19.468 |I| CommandLineGreeter            | :1                 | Running on ARM 64 in 64-bit mode, .NET 6.0.3 under Darwin 21.6.0 Darwin Kernel Version 21.6.0: Sat Jun 18 17:07:22 PDT 2022; root:xnu-8020.140.41~1/RELEASE_ARM64_T6000
10:26:19.476 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.JetEnvironment" time=321ms
10:26:19.479 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[JetEnvironment]"  value=321ms
10:26:19.489 |V| ComponentStorage              | :1                 | <Measured> "Compose: JetEnvironment"  time=384ms
10:26:19.489 |V| JetEnvironment                | :1                 | Environment container is composed.
10:26:19.489 |V| JetEnvironment                | :1                 | JetEnvironment is ready.
10:26:19.766 |V| RunsProducts                  | :1                 | << (Opening) RunProduct.
10:26:19.823 |V| JetEnvironmentZones           | :1                 | AllDiscovered zones: (106pcs)[JetBrains.Application.Build.App.IBuildApplicationZone, JetBrains.Application.Build.App.ICmdlineBuildAppEnvironmentZone, JetBrains.Application.Build.App.ITeamCityBuildAppEnvironmentZone, JetBrains.Application.BuildScript.Application.Zones.IAmd64CpuArchitectureHostZone, JetBrains.Application.BuildScript.Application.Zones.IArm64CpuArchitectureHostZone, JetBrains.Application.BuildScript.Application.Zones.IArmCpuArchitectureHostZone, JetBrains.Application.BuildScript.Application.Zones.IAvaloniaUIEnvZone, JetBrains.Application.BuildScript.Application.Zones.IClrImplementationHostZone, JetBrains.Application.BuildScript.Application.Zones.ICpuArchitectureHostZone, JetBrains.Application.BuildScript.Application.Zones.IEnvironmentZone, JetBrains.Application.BuildScript.Application.Zones.IIntelCpuArchitectureHostZone, JetBrains.Application.BuildScript.Application.Zones.IInternalVisibilityZone, JetBrains.Application.BuildScript.Application.Zones.ILinuxHostZone, JetBrains.Application.BuildScript.Application.Zones.IMacHostZone, JetBrains.Application.BuildScript.Application.Zones.INetCoreHostZone, JetBrains.Application.BuildScript.Application.Zones.INetFrameworkHostZone, JetBrains.Application.BuildScript.Application.Zones.IOperatingSystemHostZone, JetBrains.Application.BuildScript.Application.Zones.IOuterWorldConnectEnvZone, JetBrains.Application.BuildScript.Application.Zones.IPublicVisibilityZone, JetBrains.Application.BuildScript.Application.Zones.ISinceClr2HostZone, JetBrains.Application.BuildScript.Application.Zones.ISinceClr4HostZone, JetBrains.Application.BuildScript.Application.Zones.ISinceFramework45HostZone, JetBrains.Application.BuildScript.Application.Zones.IStandaloneAvaloniaUIEnvZone, JetBrains.Application.BuildScript.Application.Zones.IStandaloneCmdEnvZone, JetBrains.Application.BuildScript.Application.Zones.IStandaloneEnvZone, JetBrains.Application.BuildScript.Application.Zones.IStandaloneTabWellAvaloniaUIEnvZone, JetBrains.Application.BuildScript.Application.Zones.IStandaloneTabWellWpfUIEnvZone, JetBrains.Application.BuildScript.Application.Zones.IStandaloneUIEnvZone, JetBrains.Application.BuildScript.Application.Zones.IUIInteractiveEnvZone, JetBrains.Application.BuildScript.Application.Zones.IUnixHostZone, JetBrains.Application.BuildScript.Application.Zones.IWindowsNtHostZone, JetBrains.Application.BuildScript.Application.Zones.IWpfUIEnvZone, JetBrains.Application.Host.TeamCity.ITeamCityEnvZone, JetBrains.Application.UI.Options.OptionPages.IToolsOptionsPageImplZone, JetBrains.DocumentModel.IDocumentModelZone, JetBrains.IDE.Debugger.IDebuggerZone, JetBrains.IDE.ResultList.ResultListImplZone, JetBrains.Platform.RdFramework.Actions.Backend.IRdActionsBackendZone, JetBrains.Platform.RdFramework.Actions.Frontend.IRdActionsFrontendZone, JetBrains.Platform.RdFramework.IRdFrameworkZone, JetBrains.ProjectModel.IProjectModelZone, JetBrains.ProjectModel.NuGet.INuGetZone, JetBrains.ProjectModel.NuGet.Searching.INuGetSearchZone, JetBrains.ProjectModel.ProjectsHost.IProjectsHostLiveTrackingZone, JetBrains.ProjectModel.ProjectsHost.SolutionHost.IHostSolutionZone, JetBrains.RdBackend.Common.Env.IResharperHostCoreFeatureZone, JetBrains.RdBackend.Common.Env.IResharperHostCorePlatformZone, JetBrains.ReSharper.Daemon.SolutionAnalysis.SweaZone, JetBrains.ReSharper.Daemon.Syntax.ISyntaxHighlightingZone, JetBrains.ReSharper.ExternalSources.ILViewer.IIlViewerZone, JetBrains.ReSharper.Feature.Services.Daemon.CodeInspectionPageImplZone, JetBrains.ReSharper.Feature.Services.Daemon.DaemonEngineZone, JetBrains.ReSharper.Feature.Services.Daemon.DaemonZone, JetBrains.ReSharper.Feature.Services.DebuggerVs.IVsDebuggerZone, JetBrains.ReSharper.Feature.Services.ExternalSource.MetadataTreeZone, JetBrains.ReSharper.Feature.Services.ExternalSources.ExternalSourcesZone, JetBrains.ReSharper.Feature.Services.ICodeEditingZone, JetBrains.ReSharper.Feature.Services.Integration.ICoverageSnapshotHandlerZone, JetBrains.ReSharper.Feature.Services.Naming.NamingImplZone, JetBrains.ReSharper.Feature.Services.Navigation.NavigationZone, JetBrains.ReSharper.Feature.Services.OptionPages.ICodeEditingOptionsPageImplZone, JetBrains.ReSharper.Feature.Services.ParameterInfo.IParameterInfoZone, JetBrains.ReSharper.Features.ReSpeller.IReSpellerZone, JetBrains.ReSharper.Features.Running.RunnableProjectsZone, JetBrains.ReSharper.Features.SolBuilderDuo.ISolutionBuilderFeatureZone, JetBrains.ReSharper.Features.SolBuilderDuo.SolutionBuilderDuoZone, JetBrains.ReSharper.Plugins.Json.ILanguageJsonNewZone, JetBrains.ReSharper.Plugins.Unity.IUnityPluginZone, JetBrains.ReSharper.Plugins.Unity.RiderFlow.IRiderFlowUnityPluginZone, JetBrains.ReSharper.Plugins.Yaml.ILanguageYamlZone, JetBrains.ReSharper.Psi.Asp.ILanguageAspZone, JetBrains.ReSharper.Psi.Asp.Mvc.IAspMvcZone, JetBrains.ReSharper.Psi.AspRouteTemplates.ILanguageRouteTemplateZone, JetBrains.ReSharper.Psi.BuildScripts.ILanguageBuildScriptsZone, JetBrains.ReSharper.Psi.BuildScripts.MSBuild.ILanguageMsBuildZone, JetBrains.ReSharper.Psi.BuildScripts.NAnt.ILanguageNAntZone, JetBrains.ReSharper.Psi.CSharp.ILanguageCSharpZone, JetBrains.ReSharper.Psi.Css.ILanguageCssZone, JetBrains.ReSharper.Psi.Html.ILanguageHtmlZone, JetBrains.ReSharper.Psi.IClrPsiLanguageZone, JetBrains.ReSharper.Psi.IL.ILanguageIlZone, JetBrains.ReSharper.Psi.Impl.Reflection2.IPsiAssemblyFileLoaderImplZone, JetBrains.ReSharper.Psi.INativePsiLanguageZone, JetBrains.ReSharper.Psi.IPsiLanguageZone, JetBrains.ReSharper.Psi.IWebPsiLanguageZone, JetBrains.ReSharper.Psi.JavaScript.ILanguageJavaScriptZone, JetBrains.ReSharper.Psi.Protobuf.ILanguageProtobufZone, JetBrains.ReSharper.Psi.Razor.ILanguageRazorZone, JetBrains.ReSharper.Psi.RegExp.ILanguageRegExpZone, JetBrains.ReSharper.Psi.Resx.ILanguageResxZone, JetBrains.ReSharper.Psi.VB.ILanguageVBZone, JetBrains.ReSharper.Psi.Xaml.ILanguageXamlZone, JetBrains.ReSharper.Resources.Shell.PsiFeaturesImplZone, JetBrains.ReSharper.Resources.Shell.ReplaceableByIntelliJPlatformZone, JetBrains.ReSharper.Resources.Shell.ShellInstanceFakeZone, JetBrains.ReSharper.UnitTestFramework.IUnitTestingZone, JetBrains.ReSharper.UnitTestRunner.dotMemoryUnit.IDotMemoryUnitVsIntegrationZone, JetBrains.ReSharperAutomationTools.CommandLine.Common.Environment.IBatchToolEnvironmentZone, JetBrains.ReSharperAutomationTools.CommandLine.Common.Environment.IConsoleEnvironmentZone, JetBrains.ReSharperAutomationTools.CommandLine.Common.Environment.ITeamCityBatchToolZone, JetBrains.Rider.Model.IRiderModelZone, JetBrains.RiderFlow.Env.IRiderFlowFeatureEnvironmentZone, JetBrains.RiderFlow.Env.IRiderFlowFeatureZone, JetBrains.RiderFlow.Product.IRiderFlowProductEnvironmentZone, JetBrains.Symbols.SymbolsImplZone, JetBrains.TextControl.ITextControlsZone].
10:26:19.874 |V| RunsProducts                  | :1                 | NegativeByTimebomb zones explicitly disabled: (0pcs)[].
10:26:19.874 |V| RunsProducts                  | :1                 | NegativeByLicense zones explicitly disabled: (0pcs)[].
10:26:19.876 |V| RunsProducts                  | :1                 | NegativeByUserPreference zones explicitly disabled: (0pcs)[].
10:26:19.877 |V| RunsProducts                  | :1                 | NegativeByActivator zones explicitly disabled: (1pc)[JetBrains.ReSharper.Resources.Shell.ReplaceableByIntelliJPlatformZone].
10:26:19.877 |V| RunsProducts                  | :1                 | NegativeByNotRunningInEnvironment zones implicitly prevented from running in Shell: (20pcs)[JetBrains.Application.Build.App.ICmdlineBuildAppEnvironmentZone, JetBrains.Application.Build.App.ITeamCityBuildAppEnvironmentZone, JetBrains.Application.BuildScript.Application.Zones.IArm64CpuArchitectureHostZone, JetBrains.Application.BuildScript.Application.Zones.IArmCpuArchitectureHostZone, JetBrains.Application.BuildScript.Application.Zones.IAvaloniaUIEnvZone, JetBrains.Application.BuildScript.Application.Zones.IIntelCpuArchitectureHostZone, JetBrains.Application.BuildScript.Application.Zones.ILinuxHostZone, JetBrains.Application.BuildScript.Application.Zones.INetFrameworkHostZone, JetBrains.Application.BuildScript.Application.Zones.ISinceFramework45HostZone, JetBrains.Application.BuildScript.Application.Zones.IStandaloneAvaloniaUIEnvZone, JetBrains.Application.BuildScript.Application.Zones.IStandaloneCmdEnvZone, JetBrains.Application.BuildScript.Application.Zones.IStandaloneEnvZone, JetBrains.Application.BuildScript.Application.Zones.IStandaloneTabWellAvaloniaUIEnvZone, JetBrains.Application.BuildScript.Application.Zones.IStandaloneTabWellWpfUIEnvZone, JetBrains.Application.BuildScript.Application.Zones.IStandaloneUIEnvZone, JetBrains.Application.BuildScript.Application.Zones.IUIInteractiveEnvZone, JetBrains.Application.BuildScript.Application.Zones.IWindowsNtHostZone, JetBrains.Application.BuildScript.Application.Zones.IWpfUIEnvZone, JetBrains.Application.Host.TeamCity.ITeamCityEnvZone, JetBrains.ReSharperAutomationTools.CommandLine.Common.Environment.IBatchToolEnvironmentZone].
